event_id,mag,scaled_mag,depth_km,depth_category,felt,gap,sig,significant,region,station_network,local_claims_filed
pr71523148,3.15,0.13541666666666666,85.93,intermediate,0,206,153,0,"Punta Cana, Dominican Republic",SCEDC-01,2
uw714045412,2.62,0.025000000000000022,8.65,shallow,4,67,106,0,"Nile, Washington",USGS-WEST,15
aka2026nlnnln,2.6,0.020833333333333353,0.7,shallow,0,191,104,0,"Attu Station, Alaska",PNSN-07,4
us7000t17x,2.8,0.062499999999999965,35,shallow,0,214,121,0,"Adak, Alaska",SCEDC-01,3
us7000t17d,2.8,0.062499999999999965,7.743,shallow,0,199,121,0,"Attu Station, Alaska",SCEDC-01,11
us7000t17a,2.7,0.041666666666666706,25.381,shallow,0,196,112,0,"Atka, Alaska",unknown,0
us7000t0yv,4.3,0.375,25.922,shallow,1,136,285,0,"Jayapura, Indonesia",CEA-12,5
us7000t0yt,4,0.3125,117.435,intermediate,0,145,246,0,"Monywa, Burma (Myanmar)",PNSN-07,0
us7000t177,3,0.10416666666666667,16.602,shallow,0,242,138,0,"Chiniak, Alaska",USGS-WEST,5
us7000t176,2.8,0.062499999999999965,10,shallow,0,192,121,0,"Attu Station, Alaska",PNSN-07,1
aka2026nlgpzl,2.5,0.0,88.8,intermediate,1,28,96,0,"Beluga, Alaska",PNSN-07,7
us7000t174,3.1,0.12500000000000003,10,shallow,0,191,148,0,"Attu Station, Alaska",SCEDC-01,4
pr71523128,3.4,0.1875,39.15,shallow,0,262,178,0,"Pole Ojea, Puerto Rico",USGS-WEST,15
us7000t16y,2.7,0.041666666666666706,10,shallow,0,177,112,0,"Attu Station, Alaska",SCEDC-01,10
us7000sz4q,4.6,0.43749999999999994,35,shallow,0,98,326,0,"Bitung, Indonesia",PNSN-07,2
us7000sz4p,4.5,0.4166666666666667,155.774,intermediate,0,41,312,0,"Murghob, Tajikistan",CEA-12,7
us7000sz4r,4.7,0.45833333333333337,10,shallow,0,79,340,0,"Majene, Indonesia",SCEDC-01,7
us7000t168,2.6,0.020833333333333353,10,shallow,0,194,104,0,"Attu Station, Alaska",unknown,0
pr71523113,2.94,0.09166666666666666,12.78,shallow,0,218,133,0,"Guánica, Puerto Rico",PNSN-07,8
us7000t165,2.5,0.0,35,shallow,0,225,96,0,"Adak, Alaska",PNSN-07,2
aka2026nlcqsd,2.5,0.0,27.5,shallow,1,26,96,0,"Willow, Alaska",CEA-12,8
us7000t0qk,4.5,0.4166666666666667,10,shallow,0,86,312,0,"Yumare, Venezuela",CEA-12,0
us7000sz3z,5,0.5208333333333334,10,shallow,1,34,385,1,"Xunchang, China",CEA-12,2
us7000t0qi,4.7,0.45833333333333337,84.177,intermediate,0,115,340,0,"Houma, Tonga",PNSN-07,13
us7000t15n,2.5,0.0,18.263,shallow,0,197,96,0,"Attu Station, Alaska",CEA-12,4
us7000sz3s,4.4,0.3958333333333334,10,shallow,0,97,298,0,"Lucapa, Angola",PNSN-07,5
us7000t0qg,4.1,0.33333333333333326,10,shallow,2,150,259,0,"Umarkhed, India",CEA-12,14
aka2026nkxpzp,2.5,0.0,5,shallow,0,192,96,0,"Attu Station, Alaska",SCEDC-01,0
us7000t15i,2.6,0.020833333333333353,10,shallow,0,189,104,0,"Attu Station, Alaska",USGS-WEST,3
us7000t0qf,4.3,0.375,96.222,intermediate,0,153,284,0,"Finschhafen, Papua New Guinea",PNSN-07,0
aka2026nkxcpq,2.9,0.08333333333333331,5.2,shallow,0,185,129,0,"Attu Station, Alaska",unknown,0
us6000thuu,4.1,0.33333333333333326,35,shallow,0,194,259,0,"Puerto El Triunfo, El Salvador",SCEDC-01,3
aka2026nkwxzg,2.5,0.0,105.7,intermediate,0,51,96,0,"Anchor Point, Alaska",CEA-12,4
us7000sz39,3.9,0.2916666666666667,25.072,shallow,0,82,234,0,"Kaş, Turkey",PNSN-07,2
us7000sz31,4.9,0.5000000000000001,10,shallow,1,108,370,0,"Sulangan, Philippines",USGS-WEST,8
pr71523053,2.53,0.00624999999999996,15.05,shallow,0,156,98,0,"Indios, Puerto Rico",CEA-12,14
pr2026189001,3.9,0.2916666666666667,15,shallow,9,160,237,0,"Indios, Puerto Rico",SCEDC-01,4
us7000sz2t,4.2,0.35416666666666674,10,shallow,14,55,277,0,"Parbhani, India",PNSN-07,14
aka2026nktqmu,2.7,0.041666666666666706,18.5,shallow,0,161,112,0,"Ouzinkie, Alaska",PNSN-07,12
us7000sz2h,2.9,0.08333333333333331,5,shallow,611,44,349,0,"Kenilworth, Illinois",PNSN-07,14
aka2026nkthpl,2.8,0.062499999999999965,59.5,shallow,0,18,121,0,"Cantwell, Alaska",USGS-WEST,6
aka2026nksuss,3,0.10416666666666667,0.4,shallow,0,245,138,0,"Perryville, Alaska",SCEDC-01,4
us7000sz2b,5.6,0.6458333333333333,10,shallow,0,34,482,1,Balleny Islands region,PNSN-07,15
us7000t14f,2.7,0.041666666666666706,10,shallow,0,191,112,0,"Attu Station, Alaska",PNSN-07,1
us7000t14e,3,0.10416666666666667,35,shallow,0,200,138,0,"Attu Station, Alaska",USGS-WEST,8
aka2026nkqepx,2.7,0.041666666666666706,5,shallow,0,193,112,0,"Attu Station, Alaska",unknown,0
us7000t0qd,4,0.3125,170.238,intermediate,0,194,246,0,Kermadec Islands region,SCEDC-01,10
us7000t0q9,4.1,0.33333333333333326,346.916,deep,0,229,259,0,"Houma, Tonga",SCEDC-01,3
us7000t140,2.7,0.041666666666666706,35,shallow,0,212,112,0,"Adak, Alaska",SCEDC-01,12
us7000t0q6,4.4,0.3958333333333334,10,shallow,0,275,298,0,"Isangel, Vanuatu",CEA-12,11
aka2026nkljfh,2.8,0.062499999999999965,3.7,shallow,0,302,121,0,"Rat Islands, Aleutian Islands, Alaska",SCEDC-01,9
us6000tazy,4.5,0.4166666666666667,10,shallow,0,69,312,0,"Ābdānān, Iran",SCEDC-01,10
us7000t0q5,4.2,0.35416666666666674,10,shallow,0,273,271,0,"Isangel, Vanuatu",SCEDC-01,14
us7000t0q4,4.3,0.375,69.803,shallow,0,134,284,0,"Noda, Japan",CEA-12,13
us6000tayg,4.3,0.375,10,shallow,0,130,284,0,"Miyakojima, Japan",USGS-WEST,1
us7000t0q3,4.3,0.375,10,shallow,0,143,284,0,"Balangonan, Philippines",unknown,0
us7000t13u,2.7,0.041666666666666706,24.961,shallow,0,178,112,0,"Attu Station, Alaska",PNSN-07,10
us6000tay7,5.3,0.5833333333333334,10,shallow,0,54,432,1,Chagos Archipelago region,unknown,0
us7000t0q0,4.5,0.4166666666666667,10,shallow,0,164,312,0,"Kimbe, Papua New Guinea",USGS-WEST,1
us6000taww,5.3,0.5833333333333334,10,shallow,0,69,432,1,"‘Ohonua, Tonga",PNSN-07,5
us7000t0pz,5,0.5208333333333334,35,shallow,0,102,385,1,"Isangel, Vanuatu",PNSN-07,10
us7000t13k,2.5,0.0,27.012,shallow,0,259,96,0,"Adak, Alaska",USGS-WEST,2
us6000tawt,5.4,0.6041666666666667,10,shallow,0,73,449,1,"Isangel, Vanuatu",USGS-WEST,13
us6000tawr,5,0.5208333333333334,25.978,shallow,0,93,385,1,"Kimbe, Papua New Guinea",SCEDC-01,15
us7000t0py,4.7,0.45833333333333337,10,shallow,0,151,340,0,"Isangel, Vanuatu",unknown,0
us7000t0px,4.5,0.4166666666666667,71.351,intermediate,0,96,312,0,"Manay, Philippines",USGS-WEST,1
us7000t0pv,4.6,0.43749999999999994,120.84,intermediate,0,124,326,0,the Loyalty Islands,CEA-12,11
us7000t131,2.8,0.062499999999999965,10,shallow,0,282,121,0,"Atka, Alaska",unknown,0
us7000t0pw,4.6,0.43749999999999994,10,shallow,0,130,326,0,"Port-Vila, Vanuatu",PNSN-07,5
us7000t0pu,4.3,0.375,10,shallow,0,148,284,0,"Isangel, Vanuatu",USGS-WEST,10
pr71522998,3.14,0.13333333333333336,7.42,shallow,0,178,152,0,"San Antonio, Puerto Rico",USGS-WEST,7
us7000t0ps,4.5,0.4166666666666667,10,shallow,0,207,312,0,"Isangel, Vanuatu",CEA-12,4
us6000tawe,5.8,0.6875,10,shallow,0,73,518,1,"Isangel, Vanuatu",USGS-WEST,11
us7000t12x,2.6,0.020833333333333353,60.641,shallow,0,203,104,0,"False Pass, Alaska",PNSN-07,5
aka2026njxzci,2.6,0.020833333333333353,28.1,shallow,0,216,104,0,"Adak, Alaska",SCEDC-01,7
aka2026njxngx,2.9,0.08333333333333331,126.5,intermediate,0,30,129,0,"Denali National Park, Alaska",PNSN-07,8
us6000tavx,4.7,0.45833333333333337,121.297,intermediate,0,73,340,0,"Tobelo, Indonesia",SCEDC-01,14
us7000t0pn,4.1,0.33333333333333326,141.513,intermediate,0,115,259,0,"Saipan, Northern Mariana Islands",SCEDC-01,3
us6000tavs,4.6,0.43749999999999994,73.567,intermediate,0,134,326,0,"Kuji, Japan",USGS-WEST,9
hv74998936,3.31,0.16875,28.84,shallow,10,186,171,0,"Pāhala, Hawaii",SCEDC-01,4
us6000tavr,4.6,0.43749999999999994,10,shallow,0,250,326,0,the Kermadec Islands,USGS-WEST,1
us7000t0pl,4.2,0.35416666666666674,109.531,intermediate,0,104,271,0,"Pagan region, Northern Mariana Islands",USGS-WEST,2
us6000tavd,4.3,0.375,215.968,intermediate,0,68,284,0,"Khorugh, Tajikistan",PNSN-07,4
us7000t11k,2.5,0.0,132.871,intermediate,0,188,96,0,"Atka, Alaska",PNSN-07,11
us7000t0pk,4.1,0.33333333333333326,56.438,shallow,0,118,259,0,"Tobelo, Indonesia",PNSN-07,13
us6000tauz,4.7,0.45833333333333337,10,shallow,2,85,341,0,"Santa Rosa, Peru",PNSN-07,10
us7000t0pi,4.3,0.375,35,shallow,0,140,284,0,"Balangonan, Philippines",PNSN-07,15
us6000tauv,4.9,0.5000000000000001,10,shallow,0,39,369,0,"Olonkinbyen, Svalbard and Jan Mayen",PNSN-07,11
aka2026njosad,2.5,0.0,19.9,shallow,0,140,96,0,"McCarthy, Alaska",PNSN-07,10
us7000t11c,2.9,0.08333333333333331,35,shallow,0,209,129,0,"Attu Station, Alaska",CEA-12,14
us7000t0pe,4,0.3125,543.446,deep,0,134,246,0,"Maubara, Timor Leste",SCEDC-01,8
us7000t11b,3,0.10416666666666667,2.98,shallow,0,194,138,0,"Attu Station, Alaska",CEA-12,5
us6000taui,5,0.5208333333333334,10,shallow,1,29,385,1,"Xunchang, China",CEA-12,0
us7000t118,2.8,0.062499999999999965,5.821,shallow,0,189,121,0,"Attu Station, Alaska",SCEDC-01,4
us7000t116,2.5,0.0,10,shallow,0,289,96,0,"Rat Islands, Aleutian Islands, Alaska",CEA-12,0
us6000tauc,4.2,0.35416666666666674,67.619,shallow,0,144,271,0,"Jiquilillo, Nicaragua",SCEDC-01,3
us6000taud,4.2,0.35416666666666674,10,shallow,0,177,271,0,"Loralai, Pakistan",CEA-12,6
pr2026189000,3.67,0.24375,5,shallow,0,255,207,0,"Cruz Bay, U.S. Virgin Islands",CEA-12,9
us7000t101,3.4,0.1875,10,shallow,0,260,178,0,"Attu Station, Alaska",PNSN-07,6
pr71522958,2.59,0.01874999999999997,11.27,shallow,0,162,103,0,"Esperanza, Puerto Rico",SCEDC-01,6
aka2026njftrr,2.5,0.0,27.4,shallow,0,215,96,0,"Adak, Alaska",USGS-WEST,7
us6000tau8,4.6,0.43749999999999994,43.598,shallow,0,92,326,0,"Bitung, Indonesia",CEA-12,0
us7000t0e8,4.2,0.35416666666666674,81.216,intermediate,0,95,271,0,"Tual, Indonesia",PNSN-07,1
us7000t0vz,2.9,0.08333333333333331,10,shallow,0,225,129,0,"King Cove, Alaska",SCEDC-01,6
us6000tatn,4.9,0.5000000000000001,10,shallow,0,45,369,0,"Karakenja, Tajikistan",PNSN-07,12
us6000tati,4.6,0.43749999999999994,10,shallow,0,89,326,0,"Xunchang, China",SCEDC-01,10
us7000t0e7,4.4,0.3958333333333334,10,shallow,0,122,298,0,"Xunchang, China",SCEDC-01,3
us6000tatk,4.4,0.3958333333333334,17.048,shallow,6,63,300,0,"Palaióchora, Greece",PNSN-07,10
us6000tatd,5,0.5208333333333334,10,shallow,4,29,386,1,"Xunchang, China",CEA-12,0
aka2026njbryd,2.6,0.020833333333333353,5,shallow,0,109,104,0,"Akhiok, Alaska",SCEDC-01,3
us7000t0e6,4.5,0.4166666666666667,10,shallow,0,135,312,0,"Poso, Indonesia",SCEDC-01,3
nc75391606,2.53,0.00624999999999996,6.12,shallow,8,26,102,0,"Angwin, CA",PNSN-07,1
nc75391596,3.62,0.23333333333333336,8.72,shallow,207,19,286,0,"Angwin, CA",CEA-12,4
us7000t0vv,3.1,0.12500000000000003,59.462,shallow,0,218,148,0,"Rat Islands, Aleutian Islands, Alaska",unknown,0
us6000tase,4.5,0.4166666666666667,157.356,intermediate,0,96,312,0,"Calatagan, Philippines",CEA-12,8
pr71522953,2.93,0.08958333333333338,16.56,shallow,0,344,132,0,"Cruz Bay, U.S. Virgin Islands",CEA-12,0
us6000tasa,4.9,0.5000000000000001,121.882,intermediate,4,51,371,0,"Hicks Bay, New Zealand",PNSN-07,13
us6000tasz,4.5,0.4166666666666667,10,shallow,0,85,312,0,"Xunchang, China",PNSN-07,8
us7000t0e5,4,0.3125,10,shallow,0,107,246,0,"Massy, Kyrgyzstan",PNSN-07,9
us6000tary,5.3,0.5833333333333334,32.655,shallow,2,26,433,1,"Labuan, Indonesia",SCEDC-01,12
us7000t0vt,2.7,0.041666666666666706,26.985,shallow,0,239,112,0,"Nikolski, Alaska",PNSN-07,12
us6000tarw,4.4,0.3958333333333334,10,shallow,0,96,298,0,"Severo-Kuril’sk, Russia",SCEDC-01,0
us7000t0vj,2.7,0.041666666666666706,58.848,shallow,0,207,112,0,"King Cove, Alaska",SCEDC-01,2
us7000t0e1,4,0.3125,158.472,intermediate,0,106,246,0,"Atlasovo, Russia",PNSN-07,3
us7000t0vh,2.8,0.062499999999999965,174.803,intermediate,0,203,121,0,"Cold Bay, Alaska",PNSN-07,2
aka2026niushu,2.5,0.0,24,shallow,0,231,96,0,"Adak, Alaska",SCEDC-01,3
us6000tarc,5.2,0.5625000000000001,35,shallow,31,63,429,1,"Jacó, Costa Rica",SCEDC-01,2
us6000tara,4.5,0.4166666666666667,174.041,intermediate,0,51,312,0,"Adak, Alaska",PNSN-07,8
us7000t0e0,4.3,0.375,238.033,intermediate,0,110,284,0,"Hihifo, Tonga",USGS-WEST,4
aka2026nitxbv,2.5,0.0,1.2,shallow,0,265,96,0,"Sand Point, Alaska",unknown,0
us6000tar3,4.9,0.5000000000000001,10,shallow,0,120,369,0,"Ushuaia, Argentina",CEA-12,12
pr2026188002,4.41,0.3979166666666667,45,shallow,0,294,299,0,"Cruz Bay, U.S. Virgin Islands",PNSN-07,1
aka2026nirhyb,2.6,0.020833333333333353,22.2,shallow,0,228,104,0,"Adak, Alaska",unknown,0
pr71522918,2.76,0.05416666666666663,54.21,shallow,0,317,117,0,"Dorado, Puerto Rico",SCEDC-01,0
us7000t0dw,4.1,0.33333333333333326,163.16,intermediate,0,104,259,0,"Ternate, Indonesia",SCEDC-01,6
us6000tapb,4.1,0.33333333333333326,75.532,intermediate,1,79,259,0,"Singkil, Indonesia",CEA-12,7
tx2026ngluyk,2.5,0.0,6.0999,shallow,0,72,96,0,"Whites City, New Mexico",USGS-WEST,7
aka2026ninedg,2.7,0.041666666666666706,26.5,shallow,0,152,112,0,"Ugashik, Alaska",USGS-WEST,1
us6000tant,4.4,0.3958333333333334,57.814,shallow,0,78,298,0,"Tobelo, Indonesia",PNSN-07,9
us7000t0ds,4.1,0.33333333333333326,10,shallow,0,57,259,0,"Ambon, Indonesia",PNSN-07,0
aka2026nilhgr,2.7,0.041666666666666706,18.4,shallow,0,269,112,0,"Rat Islands, Aleutian Islands, Alaska",PNSN-07,7
us7000t0dr,4.5,0.4166666666666667,35,shallow,0,138,312,0,"Balangonan, Philippines",USGS-WEST,0
pr2026188001,3.15,0.13541666666666666,89,intermediate,0,182,153,0,"Monserrate, Puerto Rico",SCEDC-01,0
us7000t0dp,4.5,0.4166666666666667,105.123,intermediate,0,118,312,0,"Panguna, Papua New Guinea",PNSN-07,0
us6000tam3,4.3,0.375,63.071,shallow,0,139,284,0,"Bangui, Philippines",CEA-12,9
us7000t0dk,4.2,0.35416666666666674,505.88,deep,0,148,271,0,the Fiji Islands,USGS-WEST,2
us7000t0di,4.5,0.4166666666666667,10,shallow,0,134,312,0,the Kuril Islands,CEA-12,10
aka2026nidxtk,2.5,0.0,5,shallow,1,24,96,0,"Chickaloon, Alaska",USGS-WEST,15
us7000t0sf,2.9,0.08333333333333331,10,shallow,0,285,129,0,"Atka, Alaska",unknown,0
us6000talr,4.5,0.4166666666666667,117.121,intermediate,1,83,312,0,"Yaguaraparo, Venezuela",SCEDC-01,8
us6000talm,5,0.5208333333333334,10,shallow,0,44,385,1,Reykjanes Ridge,PNSN-07,2
us7000t0rf,3.1,0.12500000000000003,10,shallow,0,189,148,0,"Attu Station, Alaska",CEA-12,14
pr2026188000,3.78,0.26666666666666666,87,intermediate,0,300,220,0,"Cruz Bay, U.S. Virgin Islands",USGS-WEST,5
us7000t0rd,3.2,0.14583333333333337,54.564,shallow,0,239,158,0,"Rat Islands, Aleutian Islands, Alaska",USGS-WEST,9
aka2026niabsn,3.3,0.16666666666666663,10,shallow,0,300,168,0,"Rat Islands, Aleutian Islands, Alaska",PNSN-07,4
us7000t0ra,2.5,0.0,10,shallow,0,244,96,0,"Nikolski, Alaska",SCEDC-01,4
us6000talg,5.4,0.6041666666666667,54.67,shallow,0,22,449,1,"Tobelo, Indonesia",SCEDC-01,9
aka2026nhyhtn,2.5,0.0,67.4,shallow,1,32,96,0,"Trapper Creek, Alaska",PNSN-07,0
us7000t0dh,4.3,0.375,270.6,intermediate,0,74,284,0,"Manado, Indonesia",USGS-WEST,9
us6000tal5,4.3,0.375,513.935,deep,0,54,284,0,"Houma, Tonga",SCEDC-01,9
us7000t0dd,4.5,0.4166666666666667,70.251,intermediate,0,101,312,0,"Sarangani, Philippines",unknown,0
us7000t0de,4.3,0.375,10,shallow,0,130,284,0,"Dunhuang, China",CEA-12,1
us6000tal2,5.3,0.5833333333333334,10,shallow,0,38,432,1,Reykjanes Ridge,PNSN-07,0
us7000t0r5,3.1,0.12500000000000003,35,shallow,0,197,148,0,"Adak, Alaska",CEA-12,0
us6000tal3,4.4,0.3958333333333334,10,shallow,0,146,298,0,"Āwash, Ethiopia",PNSN-07,0
us7000t0e9,4.8,0.47916666666666663,10,shallow,0,61,354,0,Reykjanes Ridge,USGS-WEST,3
us6000takw,5,0.5208333333333334,10,shallow,0,54,385,1,Reykjanes Ridge,unknown,0
us6000takx,4.4,0.3958333333333334,10,shallow,0,119,298,0,Reykjanes Ridge,SCEDC-01,3
us7000t0db,4.4,0.3958333333333334,10,shallow,0,139,298,0,Reykjanes Ridge,SCEDC-01,0
us7000t0da,4,0.3125,538.151,deep,0,122,246,0,"Levuka, Fiji",USGS-WEST,13
us7000t0nw,2.5,0.0,29.677,shallow,0,243,96,0,"False Pass, Alaska",PNSN-07,1
aka2026nhpisa,2.6,0.020833333333333353,71,intermediate,0,20,104,0,"Chase, Alaska",PNSN-07,14
us7000t0ns,2.5,0.0,35,shallow,0,233,96,0,"King Cove, Alaska",USGS-WEST,3
us6000takd,5.7,0.6666666666666667,10,shallow,0,71,500,1,"Ushuaia, Argentina",PNSN-07,6
us7000t0d7,4.2,0.35416666666666674,10,shallow,0,121,271,0,"Sorong, Indonesia",PNSN-07,0
us7000t0nr,2.7,0.041666666666666706,35,shallow,0,211,112,0,"Adak, Alaska",PNSN-07,8
us7000t0np,2.7,0.041666666666666706,82.968,intermediate,0,180,112,0,"False Pass, Alaska",USGS-WEST,6
us6000tajp,4.5,0.4166666666666667,120.562,intermediate,0,64,312,0,"Lospalos, Timor Leste",CEA-12,11
us6000tak5,3.6,0.22916666666666669,35,shallow,0,330,199,0,"Attu Station, Alaska",USGS-WEST,4
us7000t03r,4.7,0.45833333333333337,51.674,shallow,0,165,340,0,the Kermadec Islands,PNSN-07,0
us7000t0se,3,0.10416666666666667,9.351,shallow,0,188,138,0,"Attu Station, Alaska",unknown,0
us7000t03q,4.3,0.375,70.389,intermediate,0,109,284,0,"Sarangani, Philippines",PNSN-07,6
us7000t03m,4.5,0.4166666666666667,10,shallow,0,164,312,0,"Isangel, Vanuatu",PNSN-07,10
us6000taj8,4.6,0.43749999999999994,10,shallow,0,187,326,0,"Isangel, Vanuatu",PNSN-07,11
us6000taj0,4.9,0.5000000000000001,10,shallow,0,35,369,0,"Port Mathurin, Mauritius",PNSN-07,14
us7000t03k,4.6,0.43749999999999994,10,shallow,0,174,326,0,the Kermadec Islands,SCEDC-01,5
us6000tavv,4.8,0.47916666666666663,10,shallow,0,61,354,0,"Port Mathurin, Mauritius",SCEDC-01,6
us6000taib,4.3,0.375,49.885,shallow,0,110,284,0,"Balangonan, Philippines",unknown,0
us7000t0rs,3.2,0.14583333333333337,10,shallow,0,194,158,0,"Attu Station, Alaska",PNSN-07,14
us6000tai6,4.6,0.43749999999999994,54.901,shallow,0,135,326,0,"Noda, Japan",SCEDC-01,8
us7000t03c,4.9,0.5000000000000001,10,shallow,0,66,369,0,"Port Mathurin, Mauritius",PNSN-07,5
us7000t03d,4.5,0.4166666666666667,10,shallow,0,70,312,0,"Port Mathurin, Mauritius",USGS-WEST,8
us6000tai4,4.9,0.5000000000000001,10,shallow,0,47,369,0,Southwest Indian Ridge,CEA-12,1
aka2026ngvleg,2.7,0.041666666666666706,5,shallow,0,297,112,0,"Chiniak, Alaska",PNSN-07,0
us6000taht,4.9,0.5000000000000001,26.323,shallow,1,149,370,0,"Valparaíso, Chile",CEA-12,14
us6000tahc,5,0.5208333333333334,22.044,shallow,49,67,403,1,"Valparaíso, Chile",PNSN-07,4
us7000t0r0,2.9,0.08333333333333331,10,shallow,0,213,129,0,"Chiniak, Alaska",PNSN-07,9
us7000t0qy,2.6,0.020833333333333353,10,shallow,0,280,104,0,"Chiniak, Alaska",USGS-WEST,13
aka2026ngtthd,2.8,0.062499999999999965,46.7,shallow,1,45,121,0,"Point Possession, Alaska",PNSN-07,4
aka2026ngthwy,2.8,0.062499999999999965,101.6,intermediate,1,33,121,0,"Skwentna, Alaska",unknown,0
us6000taft,5.1,0.5416666666666666,10,shallow,0,92,400,1,"Hihifo, Tonga",PNSN-07,13
us7000t03b,4.4,0.3958333333333334,73.986,intermediate,0,121,298,0,"Sarangani, Philippines",CEA-12,2
ci41287863,3.22,0.15000000000000005,8.82,shallow,16,96,164,0,"Avalon, CA",USGS-WEST,12
us6000taff,4.5,0.4166666666666667,10,shallow,0,121,312,0,"Arauco, Chile",PNSN-07,5
aka2026nglovt,2.5,0.0,16.5,shallow,0,95,96,0,"Unalakleet, Alaska",USGS-WEST,0
us6000taf3,4.6,0.43749999999999994,65.876,shallow,1,127,326,0,"Kuji, Japan",CEA-12,8
aka2026ngjrti,2.9,0.08333333333333331,90,intermediate,1,34,129,0,"Nikiski, Alaska",CEA-12,8
us7000t0fg,2.5,0.0,10,shallow,0,274,96,0,"Rat Islands, Aleutian Islands, Alaska",PNSN-07,3
us7000t036,4.6,0.43749999999999994,20.521,shallow,0,107,326,0,"Sarangani, Philippines",PNSN-07,0
us7000t0ff,2.5,0.0,10,shallow,0,251,96,0,"Unalaska, Alaska",CEA-12,1
us6000tadr,3.7,0.25000000000000006,5,shallow,3,75,211,0,"Segundo, Colorado",SCEDC-01,14
us6000tadn,3.8,0.2708333333333333,4.19,shallow,8,79,225,0,"Segundo, Colorado",PNSN-07,13
us7000t035,4.3,0.375,10.923,shallow,0,146,284,0,"Sarangani, Philippines",USGS-WEST,14
us6000tadk,4.1,0.33333333333333326,116.786,intermediate,0,80,259,0,"Caucete, Argentina",CEA-12,12
us7000t033,4.5,0.4166666666666667,35,shallow,0,129,312,0,"Sarangani, Philippines",PNSN-07,6
us6000tadj,5.2,0.5625000000000001,35,shallow,2,41,417,1,"Sarangani, Philippines",SCEDC-01,13
us7000t0f6,3.1,0.12500000000000003,10,shallow,0,205,148,0,"Attu Station, Alaska",CEA-12,15
us6000tadd,4.1,0.33333333333333326,218.647,intermediate,0,187,259,0,"San Antonio de los Cobres, Argentina",CEA-12,1
us6000tadc,5.9,0.7083333333333335,35,shallow,10,35,541,1,"Sarangani, Philippines",USGS-WEST,1
us6000tada,4.6,0.43749999999999994,115.579,intermediate,0,49,326,0,"Neiafu, Tonga",CEA-12,0
aka2026ngehex,2.6,0.020833333333333353,2.5,shallow,0,281,104,0,"Atka, Alaska",unknown,0
us7000t032,4,0.3125,56.904,shallow,0,130,246,0,"Kýthira, Greece",PNSN-07,11
us6000tafp,3.4,0.1875,58.92,shallow,3,178,178,0,"Huara, Chile",CEA-12,7
aka2026ngcljf,3.8,0.2708333333333333,15.6,shallow,0,199,222,0,"Attu Station, Alaska",USGS-WEST,7
us7000t02w,4.6,0.43749999999999994,10,shallow,0,129,326,0,"Mabiton, Philippines",PNSN-07,11
us7000t02x,4.3,0.375,10,shallow,0,184,284,0,"Hihifo, Tonga",SCEDC-01,10
us7000t02v,4.3,0.375,10,shallow,0,190,284,0,Kuril Islands,PNSN-07,0
us7000t0cw,3.2,0.14583333333333337,10,shallow,0,189,158,0,"Attu Station, Alaska",unknown,0
aka2026nfzhjl,4,0.3125,108,intermediate,71,49,268,0,"Happy Valley, Alaska",unknown,0
us7000t02u,4.4,0.3958333333333334,145.436,intermediate,0,163,298,0,"Isangel, Vanuatu",SCEDC-01,3
us7000t02t,4.3,0.375,142.921,intermediate,0,50,284,0,"Mandráki, Greece",PNSN-07,0
us7000t0ct,3,0.10416666666666667,10,shallow,0,260,138,0,"Adak, Alaska",CEA-12,3
aka2026nfuwil,3.1,0.12500000000000003,26.2,shallow,0,219,148,0,"Old Harbor, Alaska",PNSN-07,12
nc75390436,2.58,0.016666666666666684,25.2,shallow,1,42,103,0,"Red Bluff, CA",USGS-WEST,5
us6000tacl,4.7,0.45833333333333337,10,shallow,0,176,340,0,"San Juan del Sur, Nicaragua",CEA-12,3
us6000taci,4.4,0.3958333333333334,598.411,deep,0,110,298,0,the Fiji Islands,PNSN-07,15
us7000t02s,4.2,0.35416666666666674,128.96,intermediate,0,137,271,0,"Volcano Islands, Japan region",CEA-12,2
aka2026nfprzg,3,0.10416666666666667,24.3,shallow,0,267,138,0,"Old Harbor, Alaska",PNSN-07,6
aka2026nfogqz,3.2,0.14583333333333337,22.9,shallow,0,198,158,0,"Old Harbor, Alaska",USGS-WEST,1
us7000szhj,4.2,0.35416666666666674,548.416,deep,0,80,271,0,"Labasa, Fiji",CEA-12,11
us7000szhi,4.3,0.375,10,shallow,0,108,284,0,Carlsberg Ridge,PNSN-07,4
us6000tabx,3.9,0.2916666666666667,539.257,deep,0,129,234,0,"Ozernovskiy, Russia",CEA-12,13
pr71522803,3.07,0.11874999999999997,35.74,shallow,0,210,145,0,"Charlotte Amalie, U.S. Virgin Islands",unknown,0
pr71522793,2.68,0.03750000000000003,30.71,shallow,0,234,110,0,"Brenas, Puerto Rico",CEA-12,4
us7000t0jt,2.8,0.062499999999999965,35,shallow,0,217,121,0,"Sand Point, Alaska",unknown,0
aka2026nffthe,2.8,0.062499999999999965,4.5,shallow,0,215,121,0,"Atka, Alaska",USGS-WEST,15
us7000t0jm,3.6,0.22916666666666669,10,shallow,0,203,199,0,"Attu Station, Alaska",CEA-12,8
aka2026nfezvx,3.4,0.1875,100.3,intermediate,0,61,178,0,"Karluk, Alaska",USGS-WEST,0
us6000tab1,4.3,0.375,127.264,intermediate,0,33,284,0,"Jiufen, Taiwan",unknown,0
