event_id,station_network,local_claims_filed
pr71522998,USGS-WEST,7
us7000t2y2,PNSN-07,N/A
us6000tgql,SCEDC-01,5
aka2026oflccp,PNSN-07,9
us6000taa7,CEA-12,null
us7000t2xk,PNSN-07,14
us7000t29t,USGS-WEST,10
aka2026oklcpr,SCEDC-01,0
us6000tgvu,USGS-WEST,8
us7000t25f, PNSN-07	,
nc75406487,CEA-12,13
nc75406682,CEA-12,15
aka2026ogxhhl,USGS-WEST,7
cixdkfr1vjt,PNSN-07,14
aka2026orxgrp, PNSN-07	,0
us6000thcq, PNSN-07	,5
aka2026odmeew, PNSN-07	,14
us7000t30v,CEA-12,6
us6000tgy8,SCEDC-01,1
us6000takd, PNSN-07	, 6 
pr71523263,PNSN-07,6
nn00921191,PNSN-07,0
us7000szqz,PNSN-07,3
us7000t0uf, PNSN-07	,5
nnjec7od2d,USGS-WEST,6
us7000t34m,CEA-12,12
us7000t2jk,CEA-12,0
us7000szlb,SCEDC-01,0
us7000t1yy, PNSN-07	,10
uu80145401,SCEDC-01,10
aka2026oxwqls,CEA-12,14
us7000szt3,USGS-WEST,8
nnjlu3dv76l,CEA-12,2
aka2026nzlqxm,USGS-WEST,14
aka2026nxrisg,CEA-12,15
cidesgd8b7, PNSN-07	,5
tx2026osatzv,SCEDC-01,4
ciw5ic7gl49,PNSN-07, 5 
us7000t0uy,SCEDC-01, 4 
pr71526538, PNSN-07	,5
nc75394876, PNSN-07	,11
us6000thui,SCEDC-01,10
us7000t1jy, PNSN-07	,14
nc24lalnxjcn, PNSN-07	,
us7000t2qf,CEA-12,12
us6000th4j,USGS-WEST,14
aka2026nffthe,USGS-WEST,15
aka2026ojigbg,CEA-12,4
us7000t02u,SCEDC-01,3
aka2026ocppgp,USGS-WEST, 2 
us7000t0yv,CEA-12,5
us6000tgdt,PNSN-07,7
us6000th5f,SCEDC-01,14
us7000t1dg,PNSN-07,1
ci41287863,USGS-WEST,12
us7000t2qa, PNSN-07	,10
us7000t03m, PNSN-07	,10
pr71522958,SCEDC-01,6
us7000t2q8,CEA-12,6
us6000tg3s, PNSN-07	,N/A
us6000ta2x,SCEDC-01,7
us7000t1up,CEA-12,11
us7000t3i7,PNSN-07,5
uw3sb4fdts,CEA-12,N/A
aka2026nneook,CEA-12,11
us6000tg4f,SCEDC-01,null
us7000t36e,PNSN-07,11
us7000t2pk,SCEDC-01,6
us6000tazk,CEA-12,1
us7000t1ud,CEA-12,10
aka2026otfopk,PNSN-07,14
us7000t2ru, PNSN-07	,15
us6000t9bn,CEA-12,1
pr2026209000,PNSN-07,
us7000t2j8, PNSN-07	,7
us6000tgki,PNSN-07,11
nc653y70jg,USGS-WEST,11
us6000tgke,USGS-WEST,
us7000t2wp,CEA-12,15
nnpi96qoie, PNSN-07	,9
us7000szgv,CEA-12,0
us7000t0ja,SCEDC-01,14
us6000tg48,CEA-12,15
us6000tgl9,PNSN-07,1
us6000tg6e, PNSN-07	,14
us7000t0cb,SCEDC-01,8
ci2i3pcez5ls,USGS-WEST,11
pr71523218,USGS-WEST,0
us6000taw2, PNSN-07	,0
us7000t0tx,USGS-WEST,8
us7000t0jk,SCEDC-01,N/A
aka2026nbaaik, PNSN-07	,1
us7000sz4j,CEA-12,11
aka2026ozlsmh,CEA-12,11
us7000t34c,USGS-WEST,9
us6000tavs,USGS-WEST,9
us7000t13l,SCEDC-01,12
us7000t27g,PNSN-07,0
us7000t0tz,USGS-WEST,7
aka2026oltkex,USGS-WEST,12
us6000tge1,USGS-WEST,1
us6000ti2l,SCEDC-01,2
us7000t34n,SCEDC-01,3
us6000tgfg, PNSN-07	,5
akoz7iceur,PNSN-07,14
us6000tisz, PNSN-07	,0
pr2026185002,SCEDC-01,13
nc75391596,CEA-12,4
us6000tgpr,CEA-12,14
us7000t35u,USGS-WEST,5
us6000tiu7,USGS-WEST,8
us7000t19w,SCEDC-01,10
us7000sz79,SCEDC-01,7
aktdqcwhqc,USGS-WEST,15
us6000t9lz,PNSN-07,11
us7000t2fk, PNSN-07	,3
us7000t0m9, PNSN-07	,6
uu80143896, PNSN-07	,13
uwnmtqgjd7op, PNSN-07	,7
us7000t2s5,CEA-12,0
us7000t18g, PNSN-07	,0
us7000t32k,USGS-WEST,9
us6000ti4a,USGS-WEST,6
us6000tai4,CEA-12,1
us7000szxx,USGS-WEST,3
us6000tgmy,SCEDC-01,15
us7000t1ya, PNSN-07	,15
pr71524578,SCEDC-01,null
uw4oc26rvabt,CEA-12,8
us7000t31y,USGS-WEST,0
us6000tgc6, PNSN-07	,15
us7000t0lf,SCEDC-01,1
us7000t39g,USGS-WEST,null
aka2026ooselt,SCEDC-01,3
aka2026ndgcqb,CEA-12,14
us7000t1ek,PNSN-07,5
us6000thak,USGS-WEST,9
aka2026oxhjrk,SCEDC-01,9
us7000t1qv,USGS-WEST,11
nn00921891,PNSN-07,5
aka2026otvgnt,PNSN-07,3
us7000t3fc, PNSN-07	,N/A
us7000szus,PNSN-07,8
us6000th6s,PNSN-07,13
ci40656658,CEA-12,1
us6000tg4u,PNSN-07,3
us7000t0xy,PNSN-07,5
us6000taw8,CEA-12,0
us7000t26m, PNSN-07	,12
us6000tg4j,CEA-12,7
us7000szut,CEA-12,13
us7000t16s,PNSN-07,0
us7000t2dw,USGS-WEST,2
akxh0ehsa9t,PNSN-07,10
pr71525323,PNSN-07,8
us7000t1cr,PNSN-07,10
us7000szbn,USGS-WEST,5
us7000t1kn,CEA-12,5
us6000tg43,CEA-12,2
us6000tgzi,PNSN-07,12
nng8p1c67vx,SCEDC-01,15
us7000t188, PNSN-07	,0
us6000tg3x, PNSN-07	,0
aka2026nsmzkk, PNSN-07	,11
us7000t20b, PNSN-07	,15
us7000t1u0, PNSN-07	,15
aka2026ocjqde,CEA-12,3
nnoprxhurrp,CEA-12,13
us7000szh3,USGS-WEST,11
us6000t9qu,PNSN-07,13
us7000t387,SCEDC-01,5
us7000t3a4,SCEDC-01,5
us6000tgpz,PNSN-07,
us7000t0ng,USGS-WEST,2
us7000t36g,PNSN-07,0
us6000thbq,SCEDC-01,9
aka2026nrcfxi,SCEDC-01,11
us7000t13u, PNSN-07	,10
us6000tgiz,USGS-WEST,2
us7000sziy,USGS-WEST,9
us7000t350, PNSN-07	,7
tx2026opmhex,CEA-12,0
us7000t1mu,CEA-12,1
us6000tg2v,CEA-12,11
us7000sz6y,PNSN-07,10
pr71523053,CEA-12,14
us7000sz6l,PNSN-07,7
pr2026188001,SCEDC-01,
ciwfcxe8up19,PNSN-07,10
us7000t124,USGS-WEST,0
